"","user_id","Condition","condition","age","gender","field","degree","motivation","sc","pre_mean","steps_I","steps_C","steps_S","gain_I","gain_C","gain_S","pre1_I","pre1_C","pre1_S","pre2_I","pre2_C","pre2_S","pre_mean_z","college_1_feedback_truth","college_1_feedback_length","college_1_ToF","college_2_feedback_truth","college_2_feedback_length","college_2_ToF","college_3_feedback_truth","college_3_feedback_length","college_3_ToF","college_4_feedback_truth","college_4_feedback_length","college_4_ToF","intermediate_1_feedback_truth","intermediate_1_feedback_length","intermediate_1_ToF","intermediate_2_feedback_truth","intermediate_2_feedback_length","intermediate_2_ToF","intermediate_3_feedback_truth","intermediate_3_feedback_length","intermediate_3_ToF","intermediate_4_feedback_truth","intermediate_4_feedback_length","intermediate_4_ToF","statistics_1_feedback_truth","statistics_1_feedback_length","statistics_1_ToF","statistics_2_feedback_truth","statistics_2_feedback_length","statistics_2_ToF","statistics_3_feedback_truth","statistics_3_feedback_length","statistics_3_ToF","statistics_4_feedback_truth","statistics_4_feedback_length","statistics_4_ToF"
"119","1652296938","Accurate","Accurate",19,"Male","General","Upper s",2.75,7.2,0.666666666666667,4,4,4,0,-0.5,0,1,1,1,0,1,0,0.299185108637064,TRUE,593,28.5480001,TRUE,816,3.092999935,TRUE,719,7.820999861,TRUE,435,2.150000095,TRUE,434,3.967000008,TRUE,322,7.572000027,TRUE,366,2.54700017,TRUE,434,2.232000113,TRUE,463,2.003000021,TRUE,794,2.976000071,TRUE,708,5.202000141,TRUE,574,2.153000116
"120","1654447440","Mixed","Mixed",21,"Non-bin","Science","Upper s",NA,NA,0.666666666666667,4,4,4,0,0.5,0.5,1,0,1,1,1,0,0.299185108637064,FALSE,757,10.39599991,TRUE,816,35.06499982,FALSE,1744,20.50899982,TRUE,435,9.075999975,FALSE,414,44.37299991,TRUE,322,5.634000063,FALSE,229,46.71799994,TRUE,434,6.703000069,TRUE,463,4.760999918,TRUE,794,12.42400002,FALSE,870,8.263999939,FALSE,1008,20.00300002
"121","1657668647","Accurate","Accurate",23,"Male",NA,"Primary",1.75,4.2,0.833333333333333,4,4,4,0,-0.5,0,1,1,1,0,1,1,0.96869024684588,TRUE,593,7.794000149,TRUE,816,6.16899991,TRUE,719,6.058000088,TRUE,435,4.823999882,TRUE,434,18.83599997,TRUE,322,172.98,TRUE,366,4.117999792,TRUE,434,11.34800005,TRUE,463,18.66400003,TRUE,794,11.93700004,TRUE,708,97.36899996,TRUE,574,22.704
"122","1662375012","Accurate","Accurate",19,"Male",NA,"Upper s",3.25,6.4,0.833333333333333,4,4,4,-0.5,0.5,0,1,0,1,1,1,1,0.96869024684588,TRUE,593,10.79500008,TRUE,816,42.37199998,TRUE,719,8.229000092,TRUE,435,11.50199986,TRUE,434,2.28399992,TRUE,322,5.760999918,TRUE,366,1.943000078,TRUE,434,3.309999943,TRUE,463,7.315000057,TRUE,794,13.03600001,TRUE,708,5.642999887,TRUE,574,13.67400002
"123","1691311525","Accurate","Accurate",23,"Male","Science","Post-se",3.25,7.8,0.666666666666667,4,4,4,0,0,0.5,1,1,1,0,1,0,0.299185108637064,TRUE,593,107.8079998,TRUE,816,11.1880002,TRUE,719,159.0349998,TRUE,435,49.13899994,TRUE,434,7.114000082,TRUE,322,2.421000004,TRUE,366,2.833999872,TRUE,434,5.678999901,TRUE,463,14.73600006,TRUE,794,7.04399991,TRUE,708,4.944000006,TRUE,574,36.921
"124","1737846413","Mixed","Mixed",20,"Male","Science","Post-se",2.25,6.8,0.833333333333333,4,4,4,-0.5,-0.5,0.5,1,1,1,1,1,0,0.96869024684588,FALSE,757,28.09500003,TRUE,816,24.19099998,FALSE,1744,37.32399988,TRUE,435,10.08800006,FALSE,414,28.61899996,TRUE,322,5.270000219,FALSE,229,57.19499993,TRUE,434,2.938999891,TRUE,463,2.047999859,TRUE,794,4.059000015,FALSE,870,11.61899996,FALSE,1008,9.631999969
"125","1746236534","Inaccurate","Inaccurate",21,"Female",NA,"Upper s",1,6,0.833333333333333,4,4,4,0,0,0,1,1,1,0,1,1,0.96869024684588,FALSE,757,69.53600001,FALSE,500,93.36000013,FALSE,1744,162.9859998,FALSE,1353,116.46,FALSE,414,27.48099995,FALSE,393,14.727,FALSE,229,9.220999956,FALSE,351,6.643000126,FALSE,662,29.58000016,FALSE,865,57.27699995,FALSE,870,82.96899986,FALSE,1008,36.36299992
"126","1746738171","Mixed","Mixed",41,"Female","Science","Primary",3.25,6.2,0.75,4,0,2,0,NA,0,1,NA,1,0,NA,1,0.633937677741472,NA,757,NA,NA,816,NA,NA,1744,NA,NA,435,NA,FALSE,414,3.167000055,TRUE,322,12.58400011,FALSE,229,4.770999908,TRUE,434,12.625,TRUE,463,14.38499999,TRUE,794,3.715999842,FALSE,870,6.753000021,FALSE,1008,12.671
"127","1751388927","Inaccurate","Inaccurate",NA,NA,NA,NA,NA,NA,0.333333333333333,4,1,4,0,NA,0,1,0,0,1,0,0,-1.03982516778057,FALSE,757,26.53900003,FALSE,500,NA,FALSE,1744,3215.694,NA,1353,NA,FALSE,414,27.06099987,FALSE,393,79.65799999,FALSE,229,28.13100004,FALSE,351,34.421,FALSE,662,6.57400012,FALSE,865,19.18499994,FALSE,870,10.49399996,FALSE,1008,10.05499983
"128","1753357313","Inaccurate","Inaccurate",NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,1,1,NA,0,0,NA,-0.370320029571751,FALSE,757,5.207000017,FALSE,500,30.09200001,NA,1744,NA,NA,1353,NA,NA,414,NA,NA,393,NA,NA,229,NA,NA,351,NA,NA,662,NA,NA,865,NA,NA,870,NA,NA,1008,NA
"129","1760368501","Accurate","Accurate",21,"Female","Science","Upper s",3,6.4,0.666666666666667,3,4,4,0.5,-0.5,0.5,1,1,1,0,1,0,0.299185108637064,TRUE,593,5.115999937,TRUE,816,5.288999796,TRUE,719,10.55900002,TRUE,435,6.881999969,TRUE,434,9.007000208,TRUE,322,150.0210001,TRUE,366,2.698000193,TRUE,434,456.6370001,TRUE,463,9.693000078,TRUE,794,17.97299981,TRUE,708,22.06299996,TRUE,574,17.18099999
"130","1782093924","Inaccurate","Inaccurate",19,"Female",NA,"Short-c",1,5.6,0.666666666666667,4,4,4,0,0,0.5,1,0,1,1,1,0,0.299185108637064,FALSE,757,14.66100001,FALSE,500,26.83599997,FALSE,1744,21.38100004,FALSE,1353,108.3809998,FALSE,414,19.00999999,FALSE,393,39.90200019,FALSE,229,34.49800014,FALSE,351,172.5770001,FALSE,662,97.1880002,FALSE,865,71.46300006,FALSE,870,38.98000002,FALSE,1008,8.809999943
"131","1806679941","Accurate","Accurate",24,"Male",NA,"Short-c",NA,NA,0.833333333333333,4,4,4,0,0,0,1,1,1,1,1,0,0.96869024684588,TRUE,593,4.907000065,TRUE,816,23.49300003,TRUE,719,3.028000116,TRUE,435,5.259000063,TRUE,434,3.309000015,TRUE,322,6.349999905,TRUE,366,7.728000164,TRUE,434,3.759000063,TRUE,463,3.176000118,TRUE,794,6.319000006,TRUE,708,6.730999947,TRUE,574,6.93900013
"132","1820758826","Control","Control",29,"Male","General","Upper s",NA,NA,0.333333333333333,4,4,4,0,0,-0.5,1,0,1,0,0,0,-1.03982516778057,NA,149,2.067000151,NA,143,6.688000202,NA,130,1.655999899,NA,105,1.998999834,NA,133,1.977999926,NA,74,4.813000202,NA,66,2.372999907,NA,70,10.80899978,NA,429,1.84800005,NA,255,8.034000158,NA,276,1.583000183,NA,248,3.601999998
"133","1830008482","Accurate","Accurate",24,"Female","Science","Post-se",4,4,0.333333333333333,4,4,4,0,0,0.5,1,0,1,0,0,0,-1.03982516778057,TRUE,593,49.36899996,TRUE,816,14.29700017,TRUE,719,22.23200011,TRUE,435,3.565999985,TRUE,434,18.68599987,TRUE,322,77.85399985,TRUE,366,124.8399999,TRUE,434,42.85300016,TRUE,463,7.570999861,TRUE,794,39.79099989,TRUE,708,15.60699987,TRUE,574,6.92599988
"134","1837275186","Mixed","Mixed",19,"Female",NA,"Upper s",NA,NA,0.666666666666667,4,4,4,0,0,0,1,1,1,0,1,0,0.299185108637064,FALSE,757,14.77699995,TRUE,816,5.407000065,FALSE,1744,12.91100001,TRUE,435,38.36000013,FALSE,414,8.014000177,TRUE,322,4.256000042,FALSE,229,21.11199999,TRUE,434,9.654999971,TRUE,463,2.240999937,TRUE,794,8.628000021,FALSE,870,5.229999781,FALSE,1008,13.63599992
"135","1847735556","Accurate","Accurate",18,"Female","Science","Upper s",4,6.8,0.833333333333333,4,4,4,0,0,0,1,1,1,1,1,0,0.96869024684588,TRUE,593,7.717999935,TRUE,816,5.358999968,TRUE,719,1.953000069,TRUE,435,11.73200011,TRUE,434,6.580000162,TRUE,322,19.7980001,TRUE,366,5.184999943,TRUE,434,21.58800006,TRUE,463,5.589999914,TRUE,794,4.701999903,TRUE,708,4.926000118,TRUE,574,2.519000053
"136","1850920051","Inaccurate","Inaccurate",21,"Non-bin",NA,"Upper s",1.25,7.6,0.833333333333333,4,4,4,0,0,0,1,1,1,0,1,1,0.96869024684588,FALSE,757,206.928,FALSE,500,175.8940001,FALSE,1744,90.50699997,FALSE,1353,130.1210001,FALSE,414,98.01799989,FALSE,393,25.99000001,FALSE,229,19.954,FALSE,351,39.61100006,FALSE,662,6.815999985,FALSE,865,74.71099997,FALSE,870,22.68099999,FALSE,1008,8.766000032
"137","1857286271","Inaccurate","Inaccurate",33,"Female",NA,"Upper s",1,1.8,0.5,4,4,4,0,1,0,1,0,1,1,0,0,-0.370320029571751,FALSE,757,26.45000005,FALSE,500,30.38900018,FALSE,1744,23.05900002,FALSE,1353,77.25699997,FALSE,414,10.64700007,FALSE,393,16.03699994,FALSE,229,17.03900003,FALSE,351,19.80700016,FALSE,662,32,FALSE,865,43.34500003,FALSE,870,21.61899996,FALSE,1008,34.41100001
"138","1890185913","Accurate","Accurate",36,"Male","Service","Lower s",4,7.6,0.666666666666667,4,4,4,0,0,0.5,1,1,0,0,1,1,0.299185108637064,TRUE,593,43.52399993,TRUE,816,54.84000015,TRUE,719,39.77199984,TRUE,435,29.17799997,TRUE,434,8.891000032,TRUE,322,8.712999821,TRUE,366,93.66799998,TRUE,434,8.276000023,TRUE,463,14.56200004,TRUE,794,17.17199993,TRUE,708,7.66899991,TRUE,574,19.23100019
"139","1920816128","Inaccurate",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,-2.3788354441982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","1931062029","Accurate","Accurate",22,"Female","Science",NA,3.5,4.4,0.833333333333333,4,4,4,0,0,0,1,1,1,1,1,0,0.96869024684588,TRUE,593,12.9000001,TRUE,816,20.91000009,TRUE,719,2.711999893,TRUE,435,3.779000044,TRUE,434,1.361000061,TRUE,322,1.997999907,TRUE,366,5.505000114,TRUE,434,3.771000147,TRUE,463,4.971999884,TRUE,794,3.486000061,TRUE,708,4.377000093,TRUE,574,2.289999962
"141","1936570686","Accurate","Accurate",19,"Female",NA,"Primary",1.25,2.8,0.5,4,4,4,0,-0.5,0.5,1,1,0,0,1,0,-0.370320029571751,TRUE,593,4.726999998,TRUE,816,24.48399997,TRUE,719,8.846999884,TRUE,435,6.196000099,TRUE,434,3.10800004,TRUE,322,3.490999937,TRUE,366,3.325000048,TRUE,434,2.559000015,TRUE,463,2.266000032,TRUE,794,4.944999933,TRUE,708,1.360999823,TRUE,574,1.86500001
"142","1943453954","Mixed","Mixed",21,"Female",NA,NA,3,5.4,0.666666666666667,4,4,4,0,0,0,1,0,1,1,1,0,0.299185108637064,FALSE,757,4.240999937,TRUE,816,6.008000135,FALSE,1744,7.13499999,TRUE,435,6.546999931,FALSE,414,11.45700002,TRUE,322,3.259000063,FALSE,229,19.24099994,TRUE,434,17.60599995,TRUE,463,1.835000038,TRUE,794,3.819999933,FALSE,870,2.81099987,FALSE,1008,7.477999926
"143","1979800886","Inaccurate","Inaccurate",19,"Male",NA,"Short-c",2,5.4,0.666666666666667,4,4,4,0,-0.5,0.5,1,1,1,0,1,0,0.299185108637064,FALSE,757,39.38199997,FALSE,500,168.0609999,FALSE,1744,249.7690001,FALSE,1353,160.6590002,FALSE,414,29.71799994,FALSE,393,25.29300022,FALSE,229,59.21499991,FALSE,351,13.60299993,FALSE,662,178.0580001,FALSE,865,30.81499982,FALSE,870,14.19099998,FALSE,1008,24.43099999
"144","1981119132","Mixed","Mixed",20,"Female","Science","Upper s",1.25,3.4,0.666666666666667,4,4,4,0,0,0,1,1,1,0,1,0,0.299185108637064,FALSE,757,8.228000164,TRUE,816,5.812999964,FALSE,1744,11.71500015,TRUE,435,6.80099988,FALSE,414,38.06500006,TRUE,322,11.18499994,FALSE,229,21.34200001,TRUE,434,7.171000004,TRUE,463,35.20300007,TRUE,794,12.53900003,FALSE,870,15.23000002,FALSE,1008,25.70499992
"145","1994296541","Mixed","Mixed",NA,NA,NA,NA,NA,NA,0.666666666666667,4,0,0,0,NA,NA,0,1,NA,1,NA,NA,0.299185108637064,NA,757,NA,NA,816,NA,NA,1744,NA,NA,435,NA,FALSE,414,12.46499991,TRUE,322,22.41200018,FALSE,229,19.71399999,TRUE,434,14.36100006,NA,463,NA,NA,794,NA,NA,870,NA,NA,1008,NA
"146","2011472718","Inaccurate","Inaccurate",23,"Female",NA,"Post-se",3.75,7.4,0.5,4,4,4,0,0,0,0,1,1,0,1,0,-0.370320029571751,FALSE,757,5.913000107,FALSE,500,8.066999912,FALSE,1744,11.15799999,FALSE,1353,2.722000122,FALSE,414,3.986999989,FALSE,393,3.721999884,FALSE,229,15.06500006,FALSE,351,14.102,FALSE,662,4.65199995,FALSE,865,11.05800009,FALSE,870,15.69700003,FALSE,1008,9.030999899
"147","2017577375","Control","Control",27,"Male","Service","Primary",3,5,0.5,4,4,4,0,0,0.5,1,1,0,0,1,0,-0.370320029571751,NA,149,0.424000025,NA,143,0.720000029,NA,130,0.487999916,NA,105,3.025000095,NA,133,4.874000072,NA,74,0.948000193,NA,66,1.588999987,NA,70,1.156000137,NA,429,5.27699995,NA,255,1.064999819,NA,276,1.683000088,NA,248,1.959000111
"148","2021158069","Inaccurate","Inaccurate",NA,NA,NA,NA,NA,NA,0.166666666666667,4,4,4,0,0,0,1,0,0,0,0,0,-1.70933030598938,FALSE,757,93.06400013,FALSE,500,30.31500006,FALSE,1744,30.5999999,FALSE,1353,42.51900005,FALSE,414,23.09700012,FALSE,393,32.03299999,FALSE,229,26.99399996,FALSE,351,29.31100011,FALSE,662,18.55400014,FALSE,865,38.06299996,FALSE,870,67.25,FALSE,1008,20.24599981
"149","2023285373","Control","Control",43,"Female",NA,"Upper s",4,8,0.166666666666667,4,4,4,0,0,1,1,0,0,0,0,0,-1.70933030598938,NA,149,6.86500001,NA,143,11.70700002,NA,130,3.354000092,NA,105,2.172999859,NA,133,0.977999926,NA,74,1.055000067,NA,66,12.34099984,NA,70,32.73900008,NA,429,9.392999887,NA,255,4.729000092,NA,276,5.709000111,NA,248,1.483999968
"150","2028234540","Control","Control",20,"Male",NA,"Post-se",3,2.6,0.666666666666667,4,4,4,0,0,0.5,1,1,1,0,1,0,0.299185108637064,NA,149,5.850000143,NA,143,1.399999857,NA,130,0.392999887,NA,105,0.398999929,NA,133,1.04700017,NA,74,7.696999788,NA,66,2.568000078,NA,70,1.481999874,NA,429,0.930000067,NA,255,1.237999916,NA,276,1.368000031,NA,248,7.124000072
"151","2080815752","Inaccurate","Inaccurate",NA,NA,NA,NA,NA,NA,0.333333333333333,4,2,4,0.5,NA,-0.5,1,0,1,0,0,0,-1.03982516778057,FALSE,757,5.007999897,NA,500,NA,NA,1744,NA,FALSE,1353,4.809999943,FALSE,414,23.39199996,FALSE,393,13.37099981,FALSE,229,23.00999999,FALSE,351,29.05299997,FALSE,662,2.135999918,FALSE,865,6.073999882,FALSE,870,14.0769999,FALSE,1008,8.126999855
"152","2092162047","Accurate","Accurate",NA,NA,NA,NA,NA,NA,0.5,4,0,0,0,NA,NA,1,NA,NA,0,NA,NA,-0.370320029571751,NA,593,NA,NA,816,NA,NA,719,NA,NA,435,NA,TRUE,434,19.49399996,TRUE,322,16.07399988,TRUE,366,23.83899999,TRUE,434,15.08999991,NA,463,NA,NA,794,NA,NA,708,NA,NA,574,NA
"153","2132993421","Accurate","Accurate",33,"Male",NA,"Upper s",2.5,5,0.333333333333333,4,3,4,0,0,0,1,0,1,0,0,0,-1.03982516778057,TRUE,593,235.0810001,TRUE,816,130.961,TRUE,719,175.596,TRUE,435,94.67200017,TRUE,434,4.357999802,TRUE,322,4.054000139,TRUE,366,7.026000023,TRUE,434,53.07999992,TRUE,463,10.4519999,TRUE,794,98.69699979,TRUE,708,16.4920001,TRUE,574,62.03500009
"154","2160884354","Inaccurate","Inaccurate",22,"Male","Educati","Post-se",1.5,6,0.5,4,4,4,-0.5,0.5,0.5,1,1,1,0,0,0,-0.370320029571751,FALSE,757,20.579,FALSE,500,6.312999964,FALSE,1744,17.48200011,FALSE,1353,27.25900006,FALSE,414,27.06800008,FALSE,393,84.33599997,FALSE,229,97.10500002,FALSE,351,284.3940001,FALSE,662,4.023000002,FALSE,865,30.8440001,FALSE,870,10.2110002,FALSE,1008,39.64199996
"155","2166272042","Accurate","Accurate",18,"Female",NA,"Upper s",2.5,5.2,0.666666666666667,4,4,4,0,0,0,1,1,1,0,1,0,0.299185108637064,TRUE,593,113.6759999,TRUE,816,4.382999897,TRUE,719,2.608999968,TRUE,435,1.868000031,TRUE,434,3.493999958,TRUE,322,4.891000032,TRUE,366,2.857000113,TRUE,434,2.610999823,TRUE,463,4.328000069,TRUE,794,8.124000072,TRUE,708,7.647000074,TRUE,574,2.977999926
"156","2170679724","Inaccurate","Inaccurate",NA,NA,NA,NA,NA,NA,0.75,4,0,4,0,NA,0,1,NA,1,0,NA,1,0.633937677741472,NA,757,NA,NA,500,NA,NA,1744,NA,NA,1353,NA,FALSE,414,4.434999943,FALSE,393,18.08099985,FALSE,229,94.27400017,FALSE,351,32.5079999,FALSE,662,46.68299985,FALSE,865,6.763999939,FALSE,870,9.676999807,FALSE,1008,4.865999937
"157","2231735296","Accurate","Accurate",NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1.6381953850547,NA,593,NA,NA,816,NA,NA,719,NA,NA,435,NA,NA,434,NA,NA,322,NA,TRUE,366,NA,NA,434,NA,NA,463,NA,NA,794,NA,NA,708,NA,NA,574,NA
"158","2234844909","Mixed","Mixed",NA,NA,NA,NA,NA,NA,1,0,4,0,NA,0,NA,NA,1,1,NA,1,1,1.6381953850547,FALSE,757,57.40700006,TRUE,816,6.985999823,FALSE,1744,3.244999886,TRUE,435,4.309999943,NA,414,NA,NA,322,NA,NA,229,NA,NA,434,NA,NA,463,NA,NA,794,NA,NA,870,NA,NA,1008,NA
"159","2242211674","Mixed","Mixed",25,"Male","Service","Primary",2.5,2.6,0.333333333333333,3,4,4,0,1,0.5,1,0,1,0,0,0,-1.03982516778057,FALSE,757,62.24100018,TRUE,816,42.86000013,FALSE,1744,131.22,TRUE,435,23.43099999,FALSE,414,23.64199996,TRUE,322,39.34000015,FALSE,229,144.7749999,TRUE,434,21.97600007,TRUE,463,6.318000078,TRUE,794,26.45600009,FALSE,870,7.913999796,FALSE,1008,10.0999999
"160","2262945352","Accurate","Accurate",22,"Male",NA,NA,3.25,5.6,0.666666666666667,4,4,4,0.5,NA,0,0,1,1,0,1,1,0.299185108637064,TRUE,593,36.14599991,TRUE,816,4.235000134,TRUE,719,7.190999985,TRUE,435,4.098999977,TRUE,434,5.838000059,TRUE,322,3.935000181,TRUE,366,6.777999878,TRUE,434,10.36500001,TRUE,463,13.82999992,TRUE,794,3.707000017,TRUE,708,1.99000001,TRUE,574,7.631999969
"161","2286397603","Accurate","Accurate",NA,NA,NA,NA,NA,NA,0.25,0,0,4,NA,NA,-0.5,NA,0,1,NA,0,0,-1.37457773688497,NA,593,NA,NA,816,NA,NA,719,NA,NA,435,NA,NA,434,NA,NA,322,NA,NA,366,NA,NA,434,NA,TRUE,463,11.25,TRUE,794,828.8100002,TRUE,708,88.38100004,TRUE,574,6.272000074
"162","2305473707","Control","Control",21,"Male",NA,"Post-se",3,6.8,0.333333333333333,4,4,4,0,0,0,1,0,1,0,0,0,-1.03982516778057,NA,149,1.131999969,NA,143,0.812000036,NA,130,2.51699996,NA,105,5.052999973,NA,133,5.786000013,NA,74,1.476999998,NA,66,2.532999992,NA,70,1.836999893,NA,429,1.532000065,NA,255,5.876999855,NA,276,1.713999987,NA,248,1.407999992
"163","2333490996","Inaccurate","Inaccurate",38,"Male","Science","Post-se",3,8.2,0.833333333333333,4,4,4,0,0,-0.5,1,1,1,0,1,1,0.96869024684588,FALSE,757,83.89100003,FALSE,500,59.17199993,FALSE,1744,40.92000008,FALSE,1353,30.84200001,FALSE,414,23.19199991,FALSE,393,124.9630001,FALSE,229,7.400999784,FALSE,351,249.9519999,FALSE,662,70.22399998,FALSE,865,33.977,FALSE,870,11.3269999,FALSE,1008,35.2750001
"164","2361318339","Accurate","Accurate",30,"Female",NA,"Upper s",3.25,0.6,0,4,4,4,0.5,0.5,0,0,0,0,0,0,0,-2.3788354441982,TRUE,593,5.897000074,TRUE,816,5.194000006,TRUE,719,1.681999922,TRUE,435,1.914000034,TRUE,434,4.161000013,TRUE,322,5.388000011,TRUE,366,5.417999983,TRUE,434,1.782000065,TRUE,463,4.25999999,TRUE,794,12.85899997,TRUE,708,11.51899981,TRUE,574,8.788000107
"165","2365829186","Mixed","Mixed",NA,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,0,NA,NA,0,NA,-2.3788354441982,NA,757,NA,NA,816,NA,FALSE,1744,6.305999994,TRUE,435,25.29200006,NA,414,NA,NA,322,NA,NA,229,NA,NA,434,NA,NA,463,NA,NA,794,NA,NA,870,NA,NA,1008,NA
"166","2372781760","Control","Control",19,"Male","Enginee",NA,2.5,3.6,0.5,4,4,4,0,0,0,1,1,0,0,1,0,-0.370320029571751,NA,149,1.316999912,NA,143,0.842000008,NA,130,4.444000006,NA,105,1.865999937,NA,133,3.553999901,NA,74,0.335000038,NA,66,0.445000172,NA,70,0.499000072,NA,429,1.111999989,NA,255,2.911999941,NA,276,0.601000071,NA,248,2.429000139
"167","2391278443","Inaccurate","Inaccurate",21,"Female","Science","Upper s",2.5,7.8,0.5,4,4,4,0,0.5,0.5,1,0,1,0,1,0,-0.370320029571751,FALSE,757,42.8039999,FALSE,500,164.112,FALSE,1744,128.0740001,FALSE,1353,24.7579999,FALSE,414,12.16400003,FALSE,393,20.92600012,FALSE,229,8.671999931,FALSE,351,42.79400015,FALSE,662,110.951,FALSE,865,75.59499979,FALSE,870,41.92400002,FALSE,1008,62.41199994
"168","2399164741","Accurate","Accurate",20,"Female","Humanit","Upper s",2.25,6,0.666666666666667,4,4,4,0,0,0.5,1,1,1,1,0,0,0.299185108637064,TRUE,593,24.46700001,TRUE,816,25.30299997,TRUE,719,34.28799987,TRUE,435,14.16700006,TRUE,434,12.35500002,TRUE,322,80.07800007,TRUE,366,34.28799987,TRUE,434,31.97899985,TRUE,463,13.61599994,TRUE,794,21.50099993,TRUE,708,7.480000019,TRUE,574,8.053999901
"169","2421211415","Inaccurate","Inaccurate",NA,NA,NA,NA,NA,NA,0.75,4,0,0,0,NA,NA,1,NA,1,0,NA,1,0.633937677741472,NA,757,NA,NA,500,NA,NA,1744,NA,NA,1353,NA,FALSE,414,45.86000013,FALSE,393,63.62800002,FALSE,229,15.36000013,FALSE,351,6.180999994,NA,662,NA,NA,865,NA,NA,870,NA,NA,1008,NA
"170","2440641824","Accurate","Accurate",33,"Male","General","Post-se",4,8.2,0.5,4,4,4,0,0.5,0,1,0,1,0,1,0,-0.370320029571751,TRUE,593,78.18000007,TRUE,816,118.8299999,TRUE,719,211.171,TRUE,435,54.24700022,TRUE,434,7.25999999,TRUE,322,20.32099986,TRUE,366,3.877000093,TRUE,434,32.02499986,TRUE,463,3.55700016,TRUE,794,11.36500001,TRUE,708,12.29399991,TRUE,574,26.64199996
"171","2450233782","Accurate","Accurate",18,"Male","Enginee","Post-se",3,5.8,0.666666666666667,3,4,4,0,0.5,0,1,1,1,0,0,1,0.299185108637064,TRUE,593,34.9749999,TRUE,816,5.659999847,TRUE,719,1.878999949,TRUE,435,1.715000153,TRUE,434,6.443000078,TRUE,322,6.905999899,TRUE,366,5.342999935,TRUE,434,2.613000154,TRUE,463,12.06700015,TRUE,794,24.28200006,TRUE,708,4.671000004,TRUE,574,3.562999964
"172","2461100888","Accurate","Accurate",23,"Female",NA,"Upper s",NA,NA,0.2,2,2,1,0,0,NA,1,0,NA,0,0,0,-1.57542927834762,TRUE,593,331.52,TRUE,816,138.4729998,TRUE,719,43.5150001,TRUE,435,67.23300004,NA,434,NA,TRUE,322,74.47600007,NA,366,NA,TRUE,434,270.6989999,NA,463,NA,TRUE,794,51.16899991,NA,708,NA,NA,574,NA
"173","2466136689","Mixed","Mixed",28,"Male","Enginee","Primary",3.5,5.2,0.666666666666667,4,4,4,0.5,0,-0.5,0,1,1,0,1,1,0.299185108637064,FALSE,757,11.44700003,TRUE,816,9.313999891,FALSE,1744,7.788000107,TRUE,435,6.55700016,FALSE,414,2.948999882,TRUE,322,9.661999941,FALSE,229,2.934000015,TRUE,434,2.919000149,TRUE,463,3.19299984,TRUE,794,7.592000008,FALSE,870,8.915999889,FALSE,1008,13.52699995
"174","2481086110","Inaccurate",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2490023884","Control","Control",23,"Female",NA,"Upper s",1.5,7.2,0.5,4,4,4,0,1,0,1,0,1,0,0,1,-0.370320029571751,NA,149,1.434999943,NA,143,1.660000086,NA,130,5.798999786,NA,105,0.860999823,NA,133,1.095000029,NA,74,4.157000065,NA,66,0.766000032,NA,70,0.976000071,NA,429,4.902000189,NA,255,6.106999874,NA,276,2.215000153,NA,248,2.336999893
"176","2506889653","Control","Control",18,"Female","Humanit","Upper s",2.25,5.8,0.5,4,4,4,0,0.5,0,1,0,1,0,1,0,-0.370320029571751,NA,149,1.390000105,NA,143,1.170000076,NA,130,13.30300021,NA,105,1.118999958,NA,133,5.447999954,NA,74,1.307999849,NA,66,4.609999895,NA,70,12.62899995,NA,429,8.154000044,NA,255,6.015000105,NA,276,1.669000149,NA,248,0.901000023
"177","2507990365","Mixed","Mixed",27,"Female","Science","Post-se",1,1.4,0.666666666666667,4,4,4,0,0,0.5,1,0,1,1,1,0,0.299185108637064,FALSE,757,87.88100004,TRUE,816,16.36699986,FALSE,1744,40.76600003,TRUE,435,45.66299987,FALSE,414,80.94799995,TRUE,322,36.20799994,FALSE,229,108.494,TRUE,434,91.37800002,TRUE,463,21.20900011,TRUE,794,16.49300003,FALSE,870,22.72899985,FALSE,1008,40.86400008
"178","2508274683","Accurate","Accurate",31,"Female",NA,"Short-c",NA,NA,0.333333333333333,2,4,4,0,0.5,NA,1,0,1,0,0,0,-1.03982516778057,TRUE,593,231.02,TRUE,816,48.48099995,TRUE,719,56.13899994,TRUE,435,96.78900003,NA,434,NA,TRUE,322,251.9849999,TRUE,366,88.94799995,NA,434,NA,TRUE,463,20.06999993,TRUE,794,19.37599993,TRUE,708,5.910000086,TRUE,574,16.53399992
